SubmissionDate,form_entry,village_name,visit_number,study_site,trap_night,weather,individual_traps-bait_questions-bait_removed,individual_traps-bait_questions-number_traps_bait_missing,individual_traps-bait_questions-number_repeat_bait_count,individual_traps-trap_closed-trap_found_shut,individual_traps-trap_closed-number_traps_shut,individual_traps-trap_closed-number_repeat_shut_count,individual_traps-rodent_trapped-trap_rodent,individual_traps-rodent_trapped-number_rodents_trapped,individual_traps-rodent_trapped-rodents_trapped_count,photo_paper,notes,meta-instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits
2021-07-06T16:49:39.006Z,2021-07-06T16:46:44.067Z,baiama,1,4,3,rain,yes,3,3,no,,,no,,,,,uuid:b2f909a6-2e8a-4fbc-a776-c770b07dacbb,uuid:b2f909a6-2e8a-4fbc-a776-c770b07dacbb,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-07-06T16:46:39.415Z,2021-07-06T16:44:14.612Z,baiama,1,3,3,rain,no,,,yes,2,2,no,,,,,uuid:b60984ef-97d5-44c5-b3bd-bb2f94beb141,uuid:b60984ef-97d5-44c5-b3bd-bb2f94beb141,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-07-06T16:44:13.471Z,2021-07-06T16:41:52.127Z,baiama,1,2,3,rain,yes,2,2,yes,1,1,no,,,,,uuid:51d9a86f-31a0-4ecc-bb02-853dceaa0f77,uuid:51d9a86f-31a0-4ecc-bb02-853dceaa0f77,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-07-06T16:41:48.121Z,2021-07-06T16:40:39.784Z,baiama,1,1,3,rain,no,,,yes,4,4,no,,,,,uuid:726fb4f2-5faf-4e4d-9374-6d6d10ccb9e9,uuid:726fb4f2-5faf-4e4d-9374-6d6d10ccb9e9,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-07-06T16:35:13.991Z,2021-07-06T16:32:04.840Z,baiama,1,4,2,storm,no,,,yes,2,2,no,,,,,uuid:a3439b8c-e022-45e7-8651-9327c76a5f0c,uuid:a3439b8c-e022-45e7-8651-9327c76a5f0c,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-07-06T16:31:59.293Z,2021-07-06T16:30:52.739Z,baiama,1,3,2,storm,yes,2,2,yes,4,4,no,,,,,uuid:3f6245e9-d6e6-4df5-947d-8601306b67c5,uuid:3f6245e9-d6e6-4df5-947d-8601306b67c5,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-07-06T16:30:50.710Z,2021-07-06T16:29:33.066Z,baiama,1,2,2,storm,yes,1,1,yes,2,2,no,,,,,uuid:34ace7e9-3752-458f-af31-5b8c80b8bd2a,uuid:34ace7e9-3752-458f-af31-5b8c80b8bd2a,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-07-06T16:30:50.123Z,2021-07-06T16:26:53.225Z,baiama,1,1,2,storm,yes,3,3,yes,4,4,yes,1,1,,,uuid:28d458a9-4aa4-49c3-9c2c-e6594f3eef92,uuid:28d458a9-4aa4-49c3-9c2c-e6594f3eef92,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-07-06T16:20:14.046Z,2021-07-06T16:14:28.339Z,baiama,1,4,1,cold,yes,1,1,no,,,yes,1,1,,Rodent  was dead before necropsy,uuid:70c77640-2361-4231-ab1b-8124ed0d131f,uuid:70c77640-2361-4231-ab1b-8124ed0d131f,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-07-06T16:14:22.875Z,2021-07-06T16:13:12.506Z,baiama,1,3,1,cold,yes,2,2,yes,3,3,no,,,,,uuid:a970d84f-76d3-447a-b1a6-0c6d43c0caaf,uuid:a970d84f-76d3-447a-b1a6-0c6d43c0caaf,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-07-06T16:13:09.386Z,2021-07-06T16:11:42.470Z,baiama,1,2,1,cold,yes,1,1,yes,2,2,no,,,1625587974202.jpg,,uuid:26fe4f03-9314-42f4-a6fe-89dd63ad0e6f,uuid:26fe4f03-9314-42f4-a6fe-89dd63ad0e6f,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-07-06T16:11:41.172Z,2021-07-06T16:08:27.920Z,baiama,1,1,1,cold,yes,2,2,yes,3,3,no,,,1625587885739.jpg,,uuid:ef6735c2-eee0-44e7-b3f5-eed33a1835de,uuid:ef6735c2-eee0-44e7-b3f5-eed33a1835de,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-07-02T15:10:20.889Z,2021-07-02T13:00:39.836Z,lambayama,1,4,4,storm,no,,,yes,2,2,no,,,1625231029804.jpg,,uuid:153dbbbf-2c7e-4732-a927-5495eaf96c73,uuid:153dbbbf-2c7e-4732-a927-5495eaf96c73,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-07-02T15:10:19.477Z,2021-07-02T12:56:46.264Z,lambayama,1,3,4,storm,no,,,yes,3,3,yes,1,1,1625230704529.jpg,,uuid:929278ab-17a4-439e-9912-d0ed38b4140f,uuid:929278ab-17a4-439e-9912-d0ed38b4140f,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-07-02T15:10:18.088Z,2021-07-02T12:54:52.700Z,lambayama,1,2,4,storm,yes,2,2,yes,3,3,no,,,1625230587573.jpg,,uuid:257984fb-423d-4d21-9bb7-601e8f03f262,uuid:257984fb-423d-4d21-9bb7-601e8f03f262,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-07-02T15:10:16.764Z,2021-07-02T12:52:09.803Z,lambayama,4,1,4,storm,yes,3,3,yes,3,3,yes,2,2,1625230458252.jpg,,uuid:21f76f88-0c45-4382-97fa-4768777feae8,uuid:21f76f88-0c45-4382-97fa-4768777feae8,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-07-02T15:10:15.354Z,2021-07-02T12:49:07.639Z,lambayama,1,3,3,cold,yes,5,5,yes,2,2,no,,,1625230282968.jpg,,uuid:e4de3e20-82c1-487e-b74c-83b7820d7abd,uuid:e4de3e20-82c1-487e-b74c-83b7820d7abd,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-07-02T15:10:13.762Z,2021-07-02T12:46:48.867Z,lambayama,1,4,3,cold,yes,4,4,yes,3,3,no,,,1625230120649.jpg,,uuid:95766200-e779-4c68-87f5-5471b2af44cd,uuid:95766200-e779-4c68-87f5-5471b2af44cd,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-07-02T15:10:12.098Z,2021-07-02T12:44:06.045Z,lambayama,1,2,3,cold,yes,2,2,yes,3,3,no,,,1625229983690.jpg,,uuid:671f6839-e839-4dba-a512-6da75fed41d2,uuid:671f6839-e839-4dba-a512-6da75fed41d2,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-07-02T15:10:10.509Z,2021-07-02T12:42:05.374Z,lambayama,1,1,3,cold,yes,6,6,yes,3,3,no,,,1625229811005.jpg,,uuid:4e3cdf3f-8f17-4377-bdb4-77344386c1eb,uuid:4e3cdf3f-8f17-4377-bdb4-77344386c1eb,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-07-02T15:10:08.973Z,2021-07-02T12:39:21.943Z,lambayama,1,3,2,cold,no,,,yes,5,5,no,,,1625229662581.jpg,,uuid:eadc880a-b90f-449a-941b-04345810f092,uuid:eadc880a-b90f-449a-941b-04345810f092,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-07-02T15:10:07.242Z,2021-07-02T12:37:16.190Z,lambayama,1,3,2,cold,no,,,yes,2,2,no,,,1625229538877.jpg,,uuid:0cab60e1-8fb0-4892-8976-25e795f2a476,uuid:0cab60e1-8fb0-4892-8976-25e795f2a476,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-07-02T15:10:05.753Z,2021-07-02T12:32:26.555Z,lambayama,1,2,2,cold,yes,2,2,yes,4,4,no,,,1625229221505.jpg,,uuid:0b08b0fa-8d9d-418e-a871-630f3ed73013,uuid:0b08b0fa-8d9d-418e-a871-630f3ed73013,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-07-02T15:10:04.213Z,2021-07-02T12:24:44.159Z,lambayama,1,1,2,cold,no,,,yes,2,2,no,,,1625228976953.jpg,"There are 7 missing traps. 4, 6, 7, 11, 13, 14, 16",uuid:cbdab78f-ed5c-462b-bee1-d3beabd35c60,uuid:cbdab78f-ed5c-462b-bee1-d3beabd35c60,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-06-30T11:29:31.506Z,2021-06-30T11:28:08.373Z,lambayama,1,4,1,cold,yes,1,1,yes,2,2,yes,1,1,1625052561941.jpg,,uuid:d23d750b-6e51-41e5-b64c-707764e26888,uuid:d23d750b-6e51-41e5-b64c-707764e26888,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-06-30T11:28:11.108Z,2021-06-30T11:25:54.233Z,lambayama,1,3,1,cold,yes,3,3,yes,2,2,yes,1,1,1625052463881.jpg,,uuid:c855c764-ae13-436d-a250-f61b2e46a95f,uuid:c855c764-ae13-436d-a250-f61b2e46a95f,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
