SubmissionDate,form_entry,village_name,visit_number,study_site,trap_night,weather,individual_traps-bait_questions-bait_removed,individual_traps-bait_questions-number_traps_bait_missing,individual_traps-bait_questions-number_repeat_bait_count,individual_traps-trap_closed-trap_found_shut,individual_traps-trap_closed-number_traps_shut,individual_traps-trap_closed-number_repeat_shut_count,individual_traps-rodent_trapped-trap_rodent,individual_traps-rodent_trapped-number_rodents_trapped,individual_traps-rodent_trapped-rodents_trapped_count,photo_paper,notes,meta-instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits
2021-10-25T12:48:54.759Z,2021-10-25T12:46:41.751Z,baiama,2,3,2,rain,yes,5,5,yes,3,3,no,,,1635166122357.jpg,,uuid:47d8678a-fefc-4261-9438-e5511429194c,uuid:47d8678a-fefc-4261-9438-e5511429194c,163,Field rodent data,2,2,,,collect:FFBEeVTP7OHZ2BQt
2021-10-25T12:46:45.224Z,2021-10-25T12:45:03.838Z,baiama,2,4,2,rain,yes,2,2,yes,4,4,no,,,1635165991841.jpg,,uuid:578ac9d3-df61-4689-8f48-745e9583790d,uuid:578ac9d3-df61-4689-8f48-745e9583790d,163,Field rodent data,2,2,,,collect:FFBEeVTP7OHZ2BQt
2021-10-25T12:46:02.150Z,2021-10-25T12:43:07.172Z,baiama,2,5,2,rain,no,,,yes,3,3,no,,,1635165886415.jpg,,uuid:b9709981-e628-431c-a368-95d99987c3d7,uuid:b9709981-e628-431c-a368-95d99987c3d7,163,Field rodent data,2,2,,,collect:FFBEeVTP7OHZ2BQt
2021-10-25T12:45:58.727Z,2021-10-25T12:39:55.309Z,baiama,2,6,2,rain,no,,,yes,4,4,yes,2,2,1635165766858.jpg,,uuid:e678ab7e-3914-443d-8a36-1a2f210356a8,uuid:e678ab7e-3914-443d-8a36-1a2f210356a8,163,Field rodent data,2,2,,,collect:FFBEeVTP7OHZ2BQt
2021-10-24T15:08:59.963Z,2021-10-24T15:07:08.235Z,baiama,2,6,1,rain,no,,,yes,3,3,yes,3,3,1635088128350.jpg,,uuid:9ac33b16-ed8c-4500-a152-69c266497c26,uuid:9ac33b16-ed8c-4500-a152-69c266497c26,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-10-24T15:07:23.633Z,2021-10-24T15:04:44.140Z,baiama,2,5,1,rain,yes,2,2,yes,3,3,yes,3,3,1635088011703.jpg,,uuid:eeeeb67a-c4ad-4943-bbd0-df1e3885ec46,uuid:eeeeb67a-c4ad-4943-bbd0-df1e3885ec46,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-10-24T15:05:00.189Z,2021-10-24T15:03:11.346Z,baiama,2,4,1,rain,no,,,yes,1,1,yes,1,1,1635087869193.jpg,,uuid:e3c24e6c-ceff-4ecc-a312-0c90c0a5a05e,uuid:e3c24e6c-ceff-4ecc-a312-0c90c0a5a05e,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-10-24T15:03:12.551Z,2021-10-24T14:59:23.562Z,baiama,2,3,1,dry,no,,,yes,2,2,no,,,1635087775834.jpg,,uuid:7a3a4c3e-676e-49b7-9ce1-3319e05e0887,uuid:7a3a4c3e-676e-49b7-9ce1-3319e05e0887,163,Field rodent data,2,2,,,collect:j6qCQ6wLW4nMIOhX
2021-10-19T14:47:02.162Z,2021-10-19T11:28:02.214Z,seilama,4,6,3,rain,no,,,no,,,no,,,,,uuid:b2151ab2-a7ba-43f1-a182-3a6438657a71,uuid:b2151ab2-a7ba-43f1-a182-3a6438657a71,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-10-19T14:47:01.175Z,2021-10-19T11:27:14.929Z,seilama,4,5,3,rain,no,,,yes,1,1,yes,1,1,,,uuid:bf929bde-4460-48f4-95ca-6294024e6657,uuid:bf929bde-4460-48f4-95ca-6294024e6657,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-10-19T14:46:59.416Z,2021-10-19T11:25:08.373Z,seilama,4,4,3,rain,no,,,yes,4,4,yes,4,4,,,uuid:d835618b-ec3c-4d44-866c-bc64c29f7832,uuid:d835618b-ec3c-4d44-866c-bc64c29f7832,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-10-19T14:46:58.487Z,2021-10-19T11:24:32.199Z,seilama,4,3,3,rain,no,,,no,,,no,,,,,uuid:3d68a031-e63c-467a-b591-887576cc0846,uuid:3d68a031-e63c-467a-b591-887576cc0846,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-10-19T14:46:57.557Z,2021-10-19T11:23:03.148Z,seilama,4,2,3,rain,no,,,no,,,,,,,,uuid:76e18cdc-d7a4-43e9-bb0f-c4e67a65a6cc,uuid:76e18cdc-d7a4-43e9-bb0f-c4e67a65a6cc,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-10-19T14:46:56.997Z,2021-10-19T11:21:18.806Z,seilama,4,1,3,rain,yes,2,2,yes,3,3,yes,1,1,,,uuid:b0818042-ce3e-4d2b-8656-7077abc053fb,uuid:b0818042-ce3e-4d2b-8656-7077abc053fb,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
