rodent_uid,trap_number,trap_night,initial_species_id,group,weight,head_body,tail,hind_foot,ear,length_skull,sex,testes,seminal_vesicles,vagina_perforate,teats_visible,pairs_teats,number_embryos,photos_taken,notes,visit,all_samples,date_entered,study_site,village,trap_uid,form_entry,dorsal_image_id,ventral_image_id,cut_tail,key,genus,filter_label_number
2-SEI-303,219,3,mastomys_spp,rodent,56,125,125,24,17,30,male,outside,developed,NA,NA,NA,NA,y,NA,2,yes,2021-04-15,3,seilama,seilama_2_3_3_219,NA,NA,NA,NA,NA,NA,NA
2-SEI-304,226,3,mastomys_spp,rodent,45,112,117,22,16,30,female,NA,NA,open,visible,10,0,y,NA,2,yes,2021-04-15,3,seilama,seilama_2_3_3_226,NA,NA,NA,NA,NA,NA,NA
2-SEI-504,306,3,praomys_spp,rodent,40,109,130,22,19,25,female,NA,NA,open,visible,3,4,y,NA,2,yes,2021-04-15,5,seilama,seilama_2_3_5_306,NA,NA,NA,NA,NA,NA,NA
2-SEI-104,26,4,praomys_spp,rodent,32,107,122,22,18,26,male,outside,undeveloped,NA,NA,NA,NA,y,NA,2,yes,2021-04-16,1,seilama,seilama_2_4_1_26,NA,NA,NA,NA,NA,NA,NA
2-SEI-104,47,4,praomys_spp,rodent,41,122,142,25,19,30,female,NA,NA,not_recorded,visible,3,0,y,NA,2,yes,2021-04-16,1,seilama,seilama_2_4_1_47,NA,NA,NA,NA,NA,NA,NA
2-SEI-704,66,4,mastomys_spp,rodent,30,104,105,24,17,27,female,NA,NA,not_recorded,visible,10,0,y,NA,2,yes,2021-04-16,7,seilama,seilama_2_4_7_66,NA,NA,NA,NA,NA,NA,NA
2-SEI-704,67,4,mastomys_spp,rodent,60,127,125,24,18,35,female,NA,NA,open,visible,10,0,y,NA,2,yes,2021-04-16,7,seilama,seilama_2_4_7_67,NA,NA,NA,NA,NA,NA,NA
2-SEI-704,82,4,rattus_spp,rodent,55,130,165,30,20,32,male,outside,not_noted,NA,NA,NA,NA,y,NA,2,yes,2021-04-16,7,seilama,seilama_2_4_7_82,NA,NA,NA,NA,NA,NA,NA
2-SEI-404,101,4,lophuromys_spp,rodent,60,130,80,20,15,NA,male,outside,developed,NA,NA,NA,NA,y,NA,2,yes,2021-04-16,4,seilama,seilama_2_4_4_101,NA,NA,NA,NA,NA,NA,NA
2-SEI-404,108,4,lophuromys_spp,rodent,60,125,67,20,15,30,male,outside,developed,NA,NA,NA,NA,y,NA,2,yes,2021-04-16,4,seilama,seilama_2_4_4_108,NA,NA,NA,NA,NA,NA,NA
2-SEI-204,187,4,mus_minutoides,rodent,10,70,62,15,10,20,male,not_noted,not_noted,NA,NA,NA,NA,y,NA,2,yes,2021-04-16,2,seilama,seilama_2_4_2_187,NA,NA,NA,NA,NA,NA,NA
2-SEI-205,195,4,mus_minutoides,rodent,10,74,55,14,11,20,female,NA,NA,open,visible,2,0,y,NA,2,yes,2021-04-16,2,seilama,seilama_2_4_2_195,NA,NA,NA,NA,NA,NA,NA
2-SEI-305,223,4,mastomys_spp,rodent,21,94,89,20,14,25,male,inside,undeveloped,NA,NA,NA,NA,y,NA,2,yes,2021-04-16,3,seilama,seilama_2_4_3_223,NA,NA,NA,NA,NA,NA,NA
2-SEI-305,270,4,mastomys_spp,rodent,60,125,125,25,18,30,male,outside,developed,NA,NA,NA,NA,y,NA,2,yes,2021-04-16,3,seilama,seilama_2_4_3_270,NA,NA,NA,NA,NA,NA,NA
2-SEI-505,284,4,hybomys_spp,rodent,46,120,90,25,15,35,female,NA,NA,open,visible,4,0,y,NA,2,yes,2021-04-16,5,seilama,seilama_2_4_5_284,NA,NA,NA,NA,NA,NA,NA
2-SEI-505,293,4,praomys_spp,rodent,45,120,147,25,20,29,male,outside,developed,NA,NA,NA,NA,y,NA,2,yes,2021-04-16,5,seilama,seilama_2_4_5_293,NA,NA,NA,NA,NA,NA,NA
2-SEI-505,296,4,crocidura_spp,shrew,20,104,64,15,7,30,female,NA,NA,not_open,barely_visible,0,0,y,NA,2,yes,2021-04-16,5,seilama,seilama_2_4_5_296,NA,NA,NA,NA,NA,NA,NA
2-SEI-505,305,4,hybomys_spp,rodent,28,97,89,28,15,32,male,outside,developed,NA,NA,NA,NA,y,NA,2,no,2021-04-16,5,seilama,seilama_2_4_5_305,NA,NA,NA,NA,NA,NA,NA
2_BAI_019,288,3,rattus_rattus,NA,61,149,168,29,24,39,female,NA,NA,yes,yes,3,0,yes,NA,2,yes,2021-10-26,6,baiama,baiama_2_3_6_288,2021-10-26T14:14:51Z,1635257957938.jpg,1635257979469.jpg,no,uuid:ba324614-886d-4ab2-aa2a-bfb63b2247fb,rattus,019
2_BAI_018,281,3,rattus_rattus,NA,52,131,160,33,22,36,female,NA,NA,yes,yes,3,0,yes,NA,2,yes,2021-10-26,6,baiama,baiama_2_3_6_281,2021-10-26T14:07:01Z,1635257467863.jpg,1635257481879.jpg,no,uuid:6b396922-a052-477a-ac8b-e5d66241f8cd,rattus,018
2_BAI_017,280,3,rattus_rattus,NA,43,129,148,29,21,39,female,NA,NA,yes,yes,3,0,yes,NA,2,yes,2021-10-26,6,baiama,baiama_2_3_6_280,2021-10-26T13:59:23Z,1635256969291.jpg,1635256990206.jpg,no,uuid:4a3a563c-1dd4-46c0-9d6a-e4d5694f097c,rattus,017
2_BAI_016,279,3,rattus_rattus,NA,130,187,210,37,26,47,male,external,yes,NA,NA,NA,NA,yes,NA,2,yes,2021-10-26,6,baiama,baiama_2_3_6_279,2021-10-26T13:50:56Z,1635256502796.jpg,1635256520582.jpg,no,uuid:f95fe4f0-a9e9-4793-a3ae-2b374926b79b,rattus,016
2_BAI_015,264,3,rattus_spp,NA,120,179,200,35,24,45,female,NA,NA,yes,yes,3,0,yes,NA,2,yes,2021-10-26,6,baiama,baiama_2_3_6_264,2021-10-26T13:42:28Z,1635255968839.jpg,1635255991960.jpg,no,uuid:e796ad32-9944-4a2a-bfda-82d722006b03,rattus,015
2_BAI_014,261,3,rattus_rattus,NA,20,89,99,23,17,29,female,NA,NA,no,no,NA,0,yes,NA,2,yes,2021-10-26,6,baiama,baiama_2_3_6_261,2021-10-26T13:34:37Z,1635255480393.jpg,1635255517161.jpg,no,uuid:8b3b64a5-4439-4607-9b99-f1545186b7c9,rattus,014
2_BAI_013,258,3,mastomys_spp,NA,61,140,110,26,18,35,male,external,yes,NA,NA,NA,NA,yes,NA,2,yes,2021-10-26,6,baiama,baiama_2_3_6_258,2021-10-26T13:27:34Z,1635255058499.jpg,1635255076833.jpg,no,uuid:b1f08245-967a-4d69-9a05-fb9c2bc0e7d5,mastomys,013
2_BAI_012,251,3,hylomyscus_spp,NA,18,88,108,21,16,27,female,NA,NA,yes,yes,2,0,yes,NA,2,no,2021-10-26,6,baiama,baiama_2_3_6_251,2021-10-26T13:16:36Z,1635254369167.jpg,1635254385842.jpg,no,uuid:965923f9-8f79-4d78-8fd2-0d8eb99c8c0a,hylomyscus,012
2_BAI_011,262,2,rattus_spp,NA,21,99,100,25,18,34,female,NA,NA,no,yes,3,0,yes,NA,2,yes,2021-10-25,6,baiama,baiama_2_2_6_262,2021-10-25T13:02:54Z,1635167254291.jpg,1635167277742.jpg,no,uuid:4d806244-e504-444c-9e7d-2f278f316761,rattus,011
2_BAI_010,253,2,mastomys_spp,NA,22,88,85,23,17,32,female,NA,NA,no,yes,7,0,yes,NA,2,yes,2021-10-25,6,baiama,baiama_2_2_6_253,2021-10-25T12:53:09Z,1635166593164.jpg,1635166613680.jpg,no,uuid:e5711316-e8ef-4059-a16c-64c73eef0869,mastomys,010
2_BAI_009,266,1,rattus_spp,NA,51,138,152,30,20,32,male,external,yes,NA,NA,NA,NA,yes,NA,2,yes,2021-10-24,6,baiama,baiama_2_1_6_266,2021-10-24T16:06:24Z,1635091790570.jpg,1635091803683.jpg,no,uuid:ece685c5-dbcf-48ea-8777-86a4a37d922f,rattus,009
2_BAI_008,263,1,rattus_rattus,NA,110,174,210,32,21,40,male,external,yes,NA,NA,NA,NA,yes,NA,2,yes,2021-10-24,6,baiama,baiama_2_1_6_263,2021-10-24T16:00:27Z,1635091406276.jpg,1635091416174.jpg,no,uuid:c9af9153-42cd-4924-a69e-35c894f9f12e,rattus,008
2_BAI_007,260,1,rattus_spp,NA,20,88,106,25,15,26,male,internal,no,NA,NA,NA,NA,yes,NA,2,yes,2021-10-24,6,baiama,baiama_2_1_6_260,2021-10-24T15:53:21Z,1635090986030.jpg,1635090998389.jpg,no,uuid:03e6d932-b877-440e-bea9-4ec451cf49eb,rattus,007
2_BAI_006,252,1,mastomys_spp,NA,23,99,99,23,16,22,male,external,yes,NA,NA,NA,NA,yes,NA,2,yes,2021-10-24,6,baiama,baiama_2_1_6_252,2021-10-24T15:48:44Z,1635090648502.jpg,1635090657834.jpg,no,uuid:992c1e3c-5659-4d41-8b4d-452e096b7377,mastomys,006
2_BAI_005,246,1,rattus_spp,NA,28,104,139,27,20,30,male,internal,no,NA,NA,NA,NA,yes,NA,2,yes,2021-10-24,6,baiama,baiama_2_1_6_246,2021-10-24T15:41:31Z,1635090248878.jpg,1635090272068.jpg,no,uuid:f4b6a4b7-24d3-42bd-85ce-56e8443953e5,rattus,005
2_BAI_004,233,1,rattus_rattus,NA,59,132,145,31,19,32,female,NA,NA,yes,yes,3,0,yes,NA,2,yes,2021-10-24,5,baiama,baiama_2_1_5_233,2021-10-24T15:36:14Z,1635089885772.jpg,1635089900454.jpg,no,uuid:1bdb8afa-a884-446b-8c70-40a00c84b8f7,rattus,004
2_BAI_003,216,1,mastomys_spp,NA,53,125,98,23,17,27,male,external,yes,NA,NA,NA,NA,yes,NA,2,yes,2021-10-24,5,baiama,baiama_2_1_5_216,2021-10-24T15:29:40Z,1635089559921.jpg,1635089578313.jpg,no,uuid:807ba701-dc1b-4fda-9e9d-f570c49a7a80,mastomys,003
2_BAI_002,206,1,crocidura_spp,NA,17,79,54,15,8,20,female,NA,NA,yes,yes,3,0,yes,NA,2,no,2021-10-24,5,baiama,baiama_2_1_5_206,2021-10-24T15:22:13Z,1635088986533.jpg,1635088996373.jpg,no,uuid:dfb6dce9-1dc8-4c25-a5f7-a376b1af3fd2,crocidura,002
2_BAI_001,149,1,lophuromys_sikapusi,NA,68,125,76,20,17,30,male,external,yes,NA,NA,NA,NA,yes,NA,2,no,2021-10-24,4,baiama,baiama_2_1_4_149,2021-10-24T15:14:09Z,1635088638954.jpg,1635088655890.jpg,no,uuid:328fcac1-fbc1-4ccf-bef4-dafc7b560a6a,lophuromys,001
4_SEI_023,292,4,mastomys_spp,NA,40,119,105,23,16,31,female,NA,NA,yes,yes,9,0,yes,NA,4,yes,2021-10-20,6,seilama,seilama_4_4_6_292,2021-10-20T12:04:40Z,1634731636993.jpg,1634731648813.jpg,no,uuid:9fadcbb6-d232-4ef6-aafe-334fff395bfa,mastomys,023
4_SEI_022,279,4,proamys_spp,NA,27,96,118,22,17,22,female,NA,NA,yes,yes,3,0,yes,NA,4,yes,2021-10-20,6,seilama,seilama_4_4_6_279,2021-10-20T12:00:36Z,1634731324522.jpg,1634731333776.jpg,no,uuid:345bcb59-a7e7-4177-b07d-da27c674779b,proamys,022
4_SEI_021,140,4,mastomys_spp,NA,9,68,55,18,13,19,female,NA,NA,no,no,NA,0,yes,NA,4,yes,2021-10-20,3,seilama,seilama_4_4_3_140,2021-10-20T11:55:40Z,1634730986886.jpg,1634730994350.jpg,no,uuid:8940a0bc-2b89-4260-8d4e-838ec0aecada,mastomys,021
4_SEI_020,132,4,mastomys_spp,NA,69,133,115,27,18,25,male,external,yes,NA,NA,NA,NA,yes,NA,4,yes,2021-10-20,3,seilama,seilama_4_4_3_132,2021-10-20T11:49:54Z,1634730694284.jpg,1634730704985.jpg,no,uuid:10c73221-64ae-4e9f-ad84-ca1b2e978f12,mastomys,020
4_SEI_019,93,4,mus_minutoides,NA,13,80,46,15,10,20,male,external,yes,NA,NA,NA,NA,yes,NA,4,yes,2021-10-20,2,seilama,seilama_4_4_2_93,2021-10-20T11:34:51Z,1634730385116.jpg,1634730393856.jpg,no,uuid:aabe69c3-dbc2-444a-9e4c-b0c54eaaa7ab,mus,019
4_SEI_018,239,3,hybomys_spp,NA,53,120,44,27,19,30,male,external,yes,NA,NA,NA,NA,yes,NA,4,yes,2021-10-19,5,seilama,seilama_4_3_5_239,2021-10-19T12:17:16Z,1634646035727.jpg,1634646049066.jpg,yes,uuid:44df6c7a-ab7c-4ed5-8223-2e583395fb17,hybomys,018
4_SEI_017,188,3,lophuromys_sikapusi,NA,50,118,60,22,17,29,male,internal,yes,NA,NA,NA,NA,yes,NA,4,yes,2021-10-19,4,seilama,seilama_4_3_4_188,2021-10-19T12:09:46Z,1634645532063.jpg,1634645544230.jpg,no,uuid:3272d377-f5f1-416c-87f8-f7d2a80b8c03,lophuromys,017
4_SEI_016,171,3,lophuromys_sikapusi,NA,65,126,66,20,16,29,female,NA,NA,yes,yes,3,0,yes,NA,4,yes,2021-10-19,4,seilama,seilama_4_3_4_171,2021-10-19T11:59:52Z,1634645135271.jpg,1634645148886.jpg,no,uuid:1c3b5eae-b906-4297-8141-2a670ddb4224,lophuromys,016
4_SEI_015,170,3,crocidura_spp,NA,15,87,58,15,10,25,male,internal,no,NA,NA,NA,NA,yes,NA,4,yes,2021-10-19,4,seilama,seilama_4_3_4_170,2021-10-19T11:51:52Z,1634644500917.jpg,1634644512705.jpg,no,uuid:c64ac491-3fda-452b-80eb-18e1b59cc025,crocidura,015
4_SEI_014,161,3,lophuromys_sikapusi,NA,65,130,69,22,17,29,male,external,yes,NA,NA,NA,NA,yes,NA,4,yes,2021-10-19,4,seilama,seilama_4_3_4_161,2021-10-19T11:45:36Z,1634644069943.jpg,1634644089381.jpg,yes,uuid:a2de8737-b124-4f2f-bdb3-6828970179db,lophuromys,014
4_SEI_013,44,3,proamys_spp,NA,36,110,115,25,17,30,female,NA,NA,yes,yes,3,3,yes,NA,4,yes,2021-10-19,1,seilama,seilama_4_3_1_44,2021-10-19T11:37:16Z,1634643625766.jpg,1634643643241.jpg,no,uuid:eaae7b3b-2059-4534-8b8d-716298665ce6,proamys,013
4_SEI_010,313,1,mastomys_spp,NA,59,129,114,22,18,27,female,NA,NA,yes,yes,9,0,yes,NA,4,yes,2021-10-17,7,seilama,seilama_4_1_7_313,2021-10-17T15:16:07Z,1634483856725.jpg,1634483869149.jpg,no,uuid:fcc916a3-c49d-4e5e-8f79-e2607adc0561,mastomys,010
4_SEI_009,259,1,lophuromys_spp,NA,62,125,79,22,17,30,female,NA,NA,yes,yes,3,3,yes,NA,4,yes,2021-10-17,6,seilama,seilama_4_1_6_259,2021-10-17T15:03:59Z,1634483391497.jpg,1634483403825.jpg,no,uuid:beb6ed48-17df-4baa-acc8-59356df5577f,lophuromys,009
4_SEI_008,181,1,lophuromys_spp,NA,82,130,49,22,20,34,female,NA,NA,yes,yes,4,2,yes,NA,4,yes,2021-10-17,4,seilama,seilama_4_1_4_181,2021-10-17T14:58:30Z,1634482935266.jpg,1634482944328.jpg,yes,uuid:87ed569b-28e4-4fc8-98e2-de858c87dfd2,lophuromys,008
4_SEI_007,56,1,proamys_spp,NA,53,121,123,25,19,35,female,NA,NA,yes,yes,3,4,yes,NA,4,yes,2021-10-17,2,seilama,seilama_4_1_2_56,2021-10-17T14:49:28Z,1634482346860.jpg,1634482355176.jpg,yes,uuid:2404c2ca-c6cf-4aac-8634-dd8ce5fe1540,proamys,007
4_SEI_006,52,1,mastomys_spp,NA,43,125,103,22,17,30,female,NA,NA,yes,yes,9,2,yes,NA,4,yes,2021-10-17,2,seilama,seilama_4_1_2_52,2021-10-17T14:39:26Z,1634481761039.jpg,1634481770007.jpg,yes,uuid:6bb0239b-428f-46de-9bd7-b0095ac589f3,mastomys,006
4_SEI_005,42,1,proamys_spp,NA,17,85,95,22,17,20,male,external,yes,NA,NA,NA,NA,yes,NA,4,yes,2021-10-17,1,seilama,seilama_4_1_1_42,2021-10-17T14:30:56Z,1634481275164.jpg,1634481283500.jpg,no,uuid:52a3054f-635d-463e-89cb-22863c5c3176,proamys,005
4_SEI_004,41,1,mastomys_spp,NA,19,88,0,15,10,30,female,NA,NA,yes,yes,5,3,yes,NA,4,no,2021-10-17,1,seilama,seilama_4_1_1_41,2021-10-17T14:23:30Z,1634480787604.jpg,1634480799772.jpg,yes,uuid:aacf5c6c-7a58-4620-8866-0f52282a5567,mastomys,004
4_SEI_003,31,1,crocidura_spp,NA,17,93,70,18,10,27,female,NA,NA,yes,yes,3,0,yes,NA,4,yes,2021-10-17,1,seilama,seilama_4_1_1_31,2021-10-17T14:14:51Z,1634480375584.jpg,1634480386202.jpg,no,uuid:8d695758-6a36-40fd-96b1-305f594a1f28,crocidura,003
4_SEI_002,12,1,mus_spp,NA,8,63,52,15,10,18,female,NA,NA,yes,yes,3,1,yes,NA,4,yes,2021-10-17,1,seilama,seilama_4_1_1_12,2021-10-17T14:02:37Z,1634479628907.jpg,1634479636618.jpg,no,uuid:4a346767-63a4-4b4f-a3f0-d15aff5ca2fa,mus,002
4_SEI_001,2,1,lophuromys_spp,NA,62,121,60,22,17,30,female,NA,NA,yes,yes,3,2,yes,NA,4,yes,2021-10-17,1,seilama,seilama_4_1_1_2,2021-10-17T13:53:08Z,1634479219504.jpg,1634479227900.jpg,no,uuid:28a750fa-ee00-42fc-aa67-9cdaf3d8919a,lophuromys,001
4_LAL_028,314,4,crocidura_spp,NA,14,88,50,18,7,28,female,NA,NA,yes,yes,2,0,yes,NA,4,yes,2021-10-15,6,lalehun,lalehun_4_4_6_314,2021-10-15T13:38:24Z,1634305274849.jpg,1634305297476.jpg,no,uuid:541b64c1-eedd-4220-ba3c-faf7c9c79c43,crocidura,028
4_LAL_027,274,4,crocidura_spp,NA,32,120,74,21,9,36,female,NA,NA,yes,yes,2,0,yes,NA,4,no,2021-10-15,6,lalehun,lalehun_4_4_6_274,2021-10-15T13:30:45Z,1634304795137.jpg,1634304812322.jpg,no,uuid:6fedbd50-cdad-4004-b421-af56e9da81df,crocidura,027
4_LAL_026,272,4,rattus_rattus,NA,24,100,115,28,20,29,male,internal,yes,NA,NA,NA,NA,yes,NA,4,yes,2021-10-15,6,lalehun,lalehun_4_4_6_272,2021-10-15T13:21:29Z,1634304264389.jpg,1634304277051.jpg,no,uuid:6ffcdc25-80b2-4863-ae69-c7fe91eab398,rattus,026
4_LAL_025,271,4,mastomys_spp,NA,57,119,125,26,24,39,female,NA,NA,yes,yes,4,0,yes,NA,4,yes,2021-10-15,7,lalehun,lalehun_4_4_7_271,2021-10-15T13:12:21Z,1634303846954.jpg,1634303864845.jpg,no,uuid:3e7b6a56-9758-4765-bb29-66c0d8d6057c,mastomys,025
4_LAL_024,267,4,rattus_rattus,NA,63,130,170,33,27,45,female,NA,NA,yes,yes,3,0,yes,NA,4,yes,2021-10-15,6,lalehun,lalehun_4_4_6_267,2021-10-15T13:01:45Z,1634303165167.jpg,1634303185383.jpg,no,uuid:2546be8c-00f8-43ac-93af-50e96f19ac0a,rattus,024
4_LAL_023,249,4,mastomys_spp,NA,20,88,95,24,17,33,female,NA,NA,yes,yes,3,0,yes,NA,4,yes,2021-10-15,5,lalehun,lalehun_4_4_5_249,2021-10-15T12:54:48Z,1634302604014.jpg,1634302631597.jpg,no,uuid:0428fbca-5684-4046-ae3a-d5e39e10aa78,mastomys,023
4_LAL_022,125,4,mus_musculoides,NA,13,75,53,16,12,23,female,NA,NA,yes,yes,3,0,yes,NA,4,yes,2021-10-15,3,lalehun,lalehun_4_4_3_125,2021-10-15T12:45:06Z,1634301968968.jpg,1634301989736.jpg,no,uuid:e63dec23-faac-4a12-b429-9871b7b121c3,mus,022
4_LAL_021,103,4,crocidura_spp,NA,25,95,65,18,8,28,female,NA,NA,yes,yes,3,2,yes,NA,4,yes,2021-10-15,3,lalehun,lalehun_4_4_3_103,2021-10-15T12:31:54Z,1634301434228.jpg,1634301459355.jpg,no,uuid:23d8f4bc-0400-4f7e-b19a-31c2ff2b7c62,crocidura,021
4_LAL_012,277,2,mastomys_natalensis,NA,52,138,128,18,14,42,female,NA,NA,yes,yes,7,0,yes,NA,4,yes,2021-10-13,7,lalehun,lalehun_4_2_7_277,2021-10-13T14:27:50Z,1634135395281.jpg,1634135406608.jpg,no,uuid:a190dced-187f-4320-b42a-c22a23a00be7,mastomys,012
4_LAL_011,278,2,mastomys_natalensis,NA,60,142,122,23,17,42,male,external,yes,NA,NA,NA,NA,yes,NA,4,yes,2021-10-13,7,lalehun,lalehun_4_2_7_278,2021-10-13T14:11:30Z,1634134516124.jpg,1634134551840.jpg,no,uuid:1708e191-a515-4311-a6f0-286fb375560f,mastomys,011
4_LAL_010,271,2,rattus_rattus,NA,59,142,192,29,22,36,male,external,yes,NA,NA,NA,NA,yes,NA,4,yes,2021-10-13,7,lalehun,lalehun_4_2_7_271,2021-10-13T13:48:57Z,1634133042149.jpg,1634133060110.jpg,no,uuid:446a549f-4aa6-40fe-aff2-450b6e86194f,rattus,010
4_LAL_009,269,2,rattus_rattus,NA,156,182,210,35,24,55,male,external,yes,NA,NA,NA,NA,yes,NA,4,yes,2021-10-13,7,lalehun,lalehun_4_2_7_269,2021-10-13T13:33:18Z,1634132094348.jpg,1634132116781.jpg,no,uuid:73741faa-8a10-4eb4-ba5a-ae648318182f,rattus,009
4_LAL_008,249,2,mastomys_natalensis,NA,20,94,86,22,15,30,male,internal,no,NA,NA,NA,NA,yes,NA,4,yes,2021-10-13,7,lalehun,lalehun_4_2_7_249,2021-10-13T13:16:20Z,1634131135107.jpg,1634131150668.jpg,no,uuid:de5d0e82-1bc4-4cc5-88b1-2ed1fd54046a,mastomys,008
4_LAL_007,142,2,mastomys_natalensis,NA,19,97,81,19,14,28,male,internal,no,NA,NA,NA,NA,yes,NA,4,yes,2021-10-13,3,lalehun,lalehun_4_2_3_142,2021-10-13T12:59:29Z,1634130148236.jpg,1634130167750.jpg,no,uuid:e25827b5-c071-4e1f-9538-573bbd05b545,mastomys,007
4_LAL_006,116,2,lophuromys_sikapusi,NA,35,118,71,22,16,39,female,NA,NA,yes,yes,3,0,yes,NA,4,no,2021-10-13,3,lalehun,lalehun_4_2_3_116,2021-10-13T12:35:18Z,1634128889182.jpg,1634128908697.jpg,no,uuid:b0d401e1-791c-4215-a101-b5b2bae84a46,lophuromys,006
3_SEI_024,141,4,crocidura_spp,NA,22,119,70,20,12,35,male,internal,no,NA,NA,NA,NA,no,NA,3,yes,2021-07-19,4,seilama,seilama_3_4_4_141,2021-07-19T19:00:20Z,NA,NA,no,uuid:1948aa4c-d75f-4b3f-b65d-7c62e7ece34f,crocidura,024
3_SEI_022,7,4,crocidura_spp,NA,34,122,70,18,13,30,female,NA,NA,yes,yes,3,2,no,NA,3,no,2021-07-19,1,seilama,seilama_3_4_1_7,2021-07-19T18:50:27Z,NA,NA,no,uuid:54836f87-3a3c-4e03-9272-e7e0725c5d1e,crocidura,022
3_SEI_023,93,4,mus_spp,NA,16,74,48,15,11,22,male,external,yes,NA,NA,NA,NA,no,NA,3,yes,2021-07-19,2,seilama,seilama_3_4_2_93,2021-07-19T18:56:55Z,NA,NA,no,uuid:5aeccc9e-a1f8-4148-97ea-778f79603717,mus,023
3_SEI_021,142,4,proamys_spp,NA,50,127,147,25,19,30,female,NA,NA,yes,yes,3,0,no,NA,3,no,2021-07-15,4,seilama,seilama_3_4_4_142,2021-07-15T12:19:01Z,NA,NA,no,uuid:9cdcb99d-fc99-4cfa-83f6-0336547c9648,proamys,021
3_SEI_020,151,3,crocidura_spp,NA,23,111,74,18,12,30,female,NA,NA,yes,yes,3,3,yes,NA,3,yes,2021-07-15,3,seilama,seilama_3_3_3_151,2021-07-15T12:09:27Z,1626351032447.jpg,1626351043480.jpg,no,uuid:a899d076-7d8a-4edb-8e9a-0f6f5fcc0fc0,crocidura,020
3_SEI_019,58,3,proamys_spp,NA,52,125,116,23,19,30,female,NA,NA,yes,yes,3,2,yes,NA,3,yes,2021-07-15,2,seilama,seilama_3_3_2_58,2021-07-15T12:02:56Z,1626350709033.jpg,1626350720254.jpg,yes,uuid:871eb278-2d68-4bd2-901e-9b2197f43191,proamys,019
3_SEI_018,225,3,proamys_spp,NA,37,112,148,25,18,31,male,external,yes,NA,NA,NA,NA,yes,NA,3,yes,2021-07-15,5,seilama,seilama_3_3_5_225,2021-07-15T11:58:30Z,1626350458350.jpg,1626350467096.jpg,no,uuid:24ed863a-356b-4e68-b6a3-aa35d72b2553,proamys,018
3_SEI_017,158,3,crocidura_spp,NA,22,117,70,19,9,30,female,NA,NA,yes,yes,6,3,yes,NA,3,yes,2021-07-15,3,seilama,seilama_3_3_3_158,2021-07-15T11:52:36Z,1626350183524.jpg,1626350201985.jpg,no,uuid:c38993f1-fcc1-4c5b-9e82-2b9742043354,crocidura,017
3_SEI_016,37,3,proamys_spp,NA,54,122,147,24,18,33,female,NA,NA,yes,yes,3,0,yes,NA,3,yes,2021-07-15,1,seilama,seilama_3_3_1_37,2021-07-15T11:43:01Z,1626349855400.jpg,1626349870158.jpg,no,uuid:3b0306dd-f5d3-4cac-8a32-256b3711bdf6,proamys,016
3_SEI_015,271,2,lophuromys_spp,NA,55,128,37,20,16,27,male,external,yes,NA,NA,NA,NA,yes,NA,3,yes,2021-07-14,6,seilama,seilama_3_2_6_271,2021-07-14T13:36:06Z,1626269925175.jpg,1626269935629.jpg,yes,uuid:954f4d68-7cb1-4f33-b25c-732b3fce18f7,lophuromys,015
3_SEI_014,218,2,lemniscomys_spp,NA,51,128,100,27,19,30,female,NA,NA,yes,yes,2,0,yes,NA,3,yes,2021-07-14,5,seilama,seilama_3_2_5_218,2021-07-14T13:30:40Z,1626269479908.jpg,1626269491451.jpg,no,uuid:d202daaf-41cc-4d40-9596-66e7a11a8827,lemniscomys,014
3_SEI_013,192,2,mastomys_spp,NA,60,130,108,24,20,34,female,NA,NA,yes,yes,9,0,yes,NA,3,yes,2021-07-14,3,seilama,seilama_3_2_3_192,2021-07-14T13:19:29Z,1626268867597.jpg,1626268881746.jpg,no,uuid:cf31a951-d87d-4c68-9cbd-0f17c99d8f5f,mastomys,013
3_SEI_012,167,2,crocidura_spp,NA,17,97,58,15,10,25,male,internal,no,NA,NA,NA,NA,yes,NA,3,yes,2021-07-14,3,seilama,seilama_3_2_3_167,2021-07-14T13:10:09Z,1626268335321.jpg,1626268350894.jpg,no,uuid:16be8c1e-f551-42d0-a3e9-4c04e42bc319,crocidura,012
3_SEI_011,130,2,mus_spp,NA,7,66,55,11,10,18,female,NA,NA,yes,yes,3,5,yes,NA,3,no,2021-07-14,4,seilama,seilama_3_2_4_130,2021-07-14T13:02:48Z,1626267847771.jpg,1626267859835.jpg,no,uuid:8f0ec6f4-ee6a-457a-b1ff-faaf7533e29d,mus,011
3_SEI_010,73,2,proamys_spp,NA,40,118,148,225,18,31,female,NA,NA,yes,yes,3,3,yes,NA,3,yes,2021-07-14,2,seilama,seilama_3_2_2_73,2021-07-14T12:54:43Z,1626267307121.jpg,1626267317950.jpg,yes,uuid:5109fe10-e9eb-49e5-b605-f1015e4a952e,proamys,010
3_SEI_009,2,2,crocidura_spp,NA,14,90,68,16,8,28,male,internal,no,NA,NA,NA,NA,yes,NA,3,no,2021-07-14,1,seilama,seilama_3_2_1_2,2021-07-14T12:39:16Z,1626266554919.jpg,1626266574348.jpg,yes,uuid:36f9feae-ad3d-432a-a910-f430a7ad0974,crocidura,009
