SubmissionDate,form_entry,village_name,visit,rodent_numbering,rodent_number,trap_details-study_site,trap_details-site_number_input,trap_details-trap_number_int,trap_details-trap_night,trap_details-notes,rodent_details-genus,rodent_details-genus_other,rodent_details-species,rodent_details-species_other,rodent_details-photo_dorsal,rodent_details-photo_ventral,rodent_details-weight,rodent_details-head_body,rodent_details-cut_tail,rodent_details-tail,rodent_details-hind_foot,rodent_details-ear,rodent_details-skull,rodent_details-sex,rodent_details-testes,rodent_details-seminal,rodent_details-vagina,rodent_details-teats_visible,rodent_details-number_teats,rodent_details-embryos,acquisition-blood_filter,acquisition-filter_label,acquisition-blood_serum,acquisition-liver_spleen,acquisition-ear_snip,acquisition-eye_sample,notes,meta-instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits
2021-07-16T18:10:06.916Z,2021-07-11T09:51:58.162Z,lalehun,3,,7,2,,97,3,None today,mastomys,,mastomys_natalensis,,1625997760859.jpg,1625997779872.jpg,52,121,no,114,24,18,32,female,,,yes,yes,9,0,yes,3Lal 07,yes,yes,yes,yes,Lactating mother,uuid:240624e8-2a81-4042-9611-006d27d44447,uuid:240624e8-2a81-4042-9611-006d27d44447,163,Field rodent data,3,3,,,collect:j6qCQ6wLW4nMIOhX
2021-07-16T18:10:02.036Z,2021-07-10T11:07:31.693Z,lalehun,3,,6,2,,44,2,,crocidura,,,,1625915645312.jpg,1625915661826.jpg,33,130,no,83,19,10,40,female,,,yes,yes,3,,yes,3Lal 06,no,yes,yes,yes,No blood collected for serum,uuid:411b5fae-58b0-4f36-a2c0-256c4fb3e675,uuid:411b5fae-58b0-4f36-a2c0-256c4fb3e675,163,Field rodent data,3,3,,,collect:j6qCQ6wLW4nMIOhX
2021-07-16T18:09:57.429Z,2021-07-10T10:57:47.432Z,lalehun,3,,5,1,,2,2,,mastomys,,mastomys_natalensis,,1625914759222.jpg,1625914781157.jpg,47,131,no,122,22,16,33,female,,,yes,yes,8,,yes,3 Lal 05,yes,yes,yes,yes,The blood was not enough so the heart was extracted,uuid:fae7b16a-0a67-45d4-af8f-1b0a6e2d5832,uuid:fae7b16a-0a67-45d4-af8f-1b0a6e2d5832,163,Field rodent data,3,3,,,collect:j6qCQ6wLW4nMIOhX
2021-07-16T18:09:53.157Z,2021-07-09T12:44:04.136Z,lalehun,3,,4,3,,170,1,,crocidura,,,,1625834667665.jpg,1625834676666.jpg,21,104,yes,69,15,7,30,male,external,yes,,,,,yes,3Lal 4,yes,yes,yes,yes,,uuid:74bee2c9-5817-49a2-aaaa-4d4bf2caa182,uuid:74bee2c9-5817-49a2-aaaa-4d4bf2caa182,163,Field rodent data,3,3,,,collect:j6qCQ6wLW4nMIOhX
2021-07-16T18:09:49.194Z,2021-07-09T12:34:54.109Z,lalehun,3,,3,2,,55,1,,proamys,,,,1625834153165.jpg,1625834165906.jpg,80,85,yes,20,17,15,25,male,external,yes,,,,,yes,3Lal 3,yes,yes,yes,yes,,uuid:53527e85-a218-4068-b5ed-160cd0f9cb1d,uuid:53527e85-a218-4068-b5ed-160cd0f9cb1d,163,Field rodent data,3,3,,,collect:j6qCQ6wLW4nMIOhX
2021-07-16T18:09:40.938Z,2021-07-09T12:24:51.525Z,lalehun,3,,2,1,,48,1,,crocidura,,,,1625833517302.jpg,1625833530251.jpg,25,120,yes,75,20,11,34,male,external,yes,,,,,yes,3Lal 2,yes,yes,yes,yes,,uuid:23fc8b1a-bd1d-429c-8c23-bcd13baeba8b,uuid:23fc8b1a-bd1d-429c-8c23-bcd13baeba8b,163,Field rodent data,3,3,,,collect:j6qCQ6wLW4nMIOhX
2021-07-16T18:09:36.210Z,2021-07-09T12:11:33.109Z,lalehun,3,,1,1,,14,1,,crocidura,,,,1625833069954.jpg,1625833080574.jpg,29,122,yes,75,20,12,29,female,,,yes,yes,2,0,yes,3 Lal 1,yes,yes,yes,yes,,uuid:e7cb2ab7-2203-4acf-aadd-4da01fa2b58d,uuid:e7cb2ab7-2203-4acf-aadd-4da01fa2b58d,163,Field rodent data,3,3,,,collect:j6qCQ6wLW4nMIOhX
2021-07-06T16:39:56.643Z,2021-07-06T16:35:56.686Z,baiama,1,,2,1,,22,2,,proamys,,,,,,46,102,no,132,26,19,35,female,,,yes,yes,4,3,yes,1 Bay 02,yes,yes,yes,yes,,uuid:0acb5329-fbe5-4ea2-a2b6-b51e0df51955,uuid:0acb5329-fbe5-4ea2-a2b6-b51e0df51955,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-07-06T16:25:21.614Z,2021-07-06T16:20:42.163Z,baiama,1,,1,4,,194,1,,crocidura,,,,,,21,84,no,60,15,8,23,male,internal,no,,,,,yes,1Bay01,no,yes,yes,yes,Dead before necropsy,uuid:bef48975-6782-4abc-9b67-7e16fd4b9dc6,uuid:bef48975-6782-4abc-9b67-7e16fd4b9dc6,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-07-02T15:09:58.766Z,2021-07-02T11:54:49.756Z,lambayama,1,,6,1,,44,4,No missing traps,crocidura,,unclear_crocidura,,1625227009797.jpg,1625227020579.jpg,33,120,no,68,19,9,34,female,,,yes,yes,3,0,yes,1LAM 06,yes,yes,yes,no,No,uuid:d6b9caf1-643d-4668-be7e-eda0f6f9d7b1,uuid:d6b9caf1-643d-4668-be7e-eda0f6f9d7b1,163,Field rodent data,3,3,,,collect:j6qCQ6wLW4nMIOhX
